NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
2900005J15Rik	1	ENSMUSG00000043833	
Wars	1	ENSMUSG00000021266	
2410024N13Rik	1	ENSMUSG00000054379	
Spc24	1	ENSMUSG00000074476	
Spc25	1	ENSMUSG00000005233	
Enah	1	ENSMUSG00000022995	
Enc1	1	ENSMUSG00000041773	
Aars	1	ENSMUSG00000031960	
Aatk	1	ENSMUSG00000025375	
Anks1b	1	ENSMUSG00000058589	
Aatf	1	ENSMUSG00000018697	
Lars	1	ENSMUSG00000024493	
RP23-6A14.5	1	ENSMUSG00000104658	
Fam49a	1	ENSMUSG00000020589	
Lat2	1	ENSMUSG00000040751	
Fam49b	1	ENSMUSG00000022378	
Rps24-ps2	1	ENSMUSG00000069125	
Tmtc3	1	ENSMUSG00000036676	
Tmtc2	1	ENSMUSG00000036019	
Tmtc1	1	ENSMUSG00000030306	
Abca16	1	ENSMUSG00000051900	
Rps24-ps3	1	ENSMUSG00000081049	
RP23-338P12.3	1	ENSMUSG00000106664	
Abca17	1	ENSMUSG00000035435	
RP23-338P12.2	1	ENSMUSG00000105870	
Abca14	1	ENSMUSG00000062017	
Abca12	1	ENSMUSG00000050296	
RP23-231L15.4	1	ENSMUSG00000106383	
Aass	1	ENSMUSG00000029695	
Tmtc4	1	ENSMUSG00000041594	
Abca13	1	ENSMUSG00000004668	
1700084E18Rik	1	ENSMUSG00000100747	
Klhdc8a	1	ENSMUSG00000042115	
Anks4b	1	ENSMUSG00000030909	
Garnl3	1	ENSMUSG00000038860	
Cyp2j5	1	ENSMUSG00000052520	
Sec13	1	ENSMUSG00000030298	
Cyp2j6	1	ENSMUSG00000052914	
Cyp2j9	1	ENSMUSG00000015224	
Cyp2j8	1	ENSMUSG00000082932	
Klhdc8b	1	ENSMUSG00000032609	
Gpatch2l	1	ENSMUSG00000021254	
Fabp1	1	ENSMUSG00000054422	
Fabp2	1	ENSMUSG00000023057	
Fabp3	1	ENSMUSG00000028773	
Fabp4	1	ENSMUSG00000062515	
Fabp5	1	ENSMUSG00000027533	
Fabp6	1	ENSMUSG00000020405	
Fabp7	1	ENSMUSG00000019874	
D130051D11Rik	1	ENSMUSG00000101828	
Wasl	1	ENSMUSG00000029684	
Fam47e	1	ENSMUSG00000057068	
G730013B05Rik	1	ENSMUSG00000097694	
Tram1	1	ENSMUSG00000025935	
Klhdc7a	1	ENSMUSG00000078234	
Tram2	1	ENSMUSG00000041779	
Adra2a	1	ENSMUSG00000033717	
Adra2b	1	ENSMUSG00000058620	
Gm4189	1	ENSMUSG00000092384	
Lrp8os3	1	ENSMUSG00000087200	
Lrp8os2	1	ENSMUSG00000073779	
Nup35	1	ENSMUSG00000026999	
Hist4h4	1	ENSMUSG00000096010	
Nup37	1	ENSMUSG00000035351	
4933406I18Rik	1	ENSMUSG00000087475	
RP23-316M11.8	1	ENSMUSG00000105175	
Pnck	1	ENSMUSG00000002012	
Adra1b	1	ENSMUSG00000050541	
Adra1a	1	ENSMUSG00000045875	
Adra1d	1	ENSMUSG00000027335	
RP23-73P16.2	1	ENSMUSG00000107327	
Chil1	1	ENSMUSG00000064246	
Lax1	1	ENSMUSG00000051998	
Nup43	1	ENSMUSG00000040034	
Chil5	1	ENSMUSG00000043873	
6030443J06Rik	1	ENSMUSG00000097207	
Dscam	1	ENSMUSG00000050272	
Dscc1	1	ENSMUSG00000022422	
Lrp8os1	1	ENSMUSG00000028612	
Olfr760-ps1	1	ENSMUSG00000092601	
Hebp1	1	ENSMUSG00000042770	
Rtn3	1	ENSMUSG00000024758	
Rtn2	1	ENSMUSG00000030401	
Hebp2	1	ENSMUSG00000019853	
Rtn1	1	ENSMUSG00000021087	
Nup50	1	ENSMUSG00000016619	
Chad	1	ENSMUSG00000039084	
Nup54	1	ENSMUSG00000034826	
Layn	1	ENSMUSG00000060594	
Rtn4	1	ENSMUSG00000020458	
A930024N18Rik	1	ENSMUSG00000097566	
Rtkn	1	ENSMUSG00000034930	
Tdrd12	1	ENSMUSG00000030491	
Azin2	1	ENSMUSG00000028789	
Magohb	1	ENSMUSG00000030188	
Azin1	1	ENSMUSG00000037458	
Rtp4	1	ENSMUSG00000033355	
Rtp3	1	ENSMUSG00000066319	
1810006J02Rik	1	ENSMUSG00000100182	
RP24-270K7.3	1	ENSMUSG00000104684	
Rtp1	1	ENSMUSG00000033383	
RP24-270K7.2	1	ENSMUSG00000104808	
1500004A13Rik	1	ENSMUSG00000098912	
Abcf2	1	ENSMUSG00000028953	
Abcf3	1	ENSMUSG00000003234	
Abcf1	1	ENSMUSG00000038762	
Igbp1	1	ENSMUSG00000031221	
Pcdha11	1	ENSMUSG00000007440	
2510046G10Rik	1	ENSMUSG00000066175	
Cad	1	ENSMUSG00000013629	
5930409G06Rik	1	ENSMUSG00000103477	
Abcg3	1	ENSMUSG00000029299	
Abcg4	1	ENSMUSG00000032131	
Abcg1	1	ENSMUSG00000024030	
AA986860	1	ENSMUSG00000042510	
Abcg2	1	ENSMUSG00000029802	
Enho	1	ENSMUSG00000028445	
Abcg8	1	ENSMUSG00000024254	
Chd1	1	ENSMUSG00000023852	
Abcg5	1	ENSMUSG00000040505	
Chd2	1	ENSMUSG00000078671	
Chd3	1	ENSMUSG00000018474	
Chd4	1	ENSMUSG00000063870	
Chd5	1	ENSMUSG00000005045	
Abca8a	1	ENSMUSG00000041828	
Cat	1	ENSMUSG00000027187	
Chd6	1	ENSMUSG00000057133	
Abca8b	1	ENSMUSG00000020620	
Chd7	1	ENSMUSG00000041235	
Chd8	1	ENSMUSG00000053754	
Chd9	1	ENSMUSG00000056608	
RP23-458G12.3	1	ENSMUSG00000105637	
Klhdc10	1	ENSMUSG00000029775	
RP23-458G12.4	1	ENSMUSG00000104821	
RP23-458G12.1	1	ENSMUSG00000105940	
Dnah2os	1	ENSMUSG00000086591	
Cbl	1	ENSMUSG00000034342	
Abcd1	1	ENSMUSG00000031378	
Mutyh	1	ENSMUSG00000028687	
Cd2	1	ENSMUSG00000027863	
Abcd4	1	ENSMUSG00000021240	
Pnkd	1	ENSMUSG00000026179	
Cd4	1	ENSMUSG00000023274	
Abcd2	1	ENSMUSG00000055782	
Abcd3	1	ENSMUSG00000028127	
Cd6	1	ENSMUSG00000024670	
Cbs	1	ENSMUSG00000024039	
Cd5	1	ENSMUSG00000024669	
Cd9	1	ENSMUSG00000030342	
Ccp110	1	ENSMUSG00000033904	
Cyp2b9	1	ENSMUSG00000040660	
RP23-117I19.7	1	ENSMUSG00000105343	
Ptma-ps1	1	ENSMUSG00000095331	
9830147E19Rik	1	ENSMUSG00000074158	
Chdh	1	ENSMUSG00000015970	
Cck	1	ENSMUSG00000032532	
Abce1	1	ENSMUSG00000058355	
D030040B21Rik	1	ENSMUSG00000097744	
Nr2c2ap	1	ENSMUSG00000071078	
Ccs	1	ENSMUSG00000034108	
Cyp2a4	1	ENSMUSG00000074254	
RP23-117I19.3	1	ENSMUSG00000104788	
Cyp2a5	1	ENSMUSG00000005547	
RP23-117I19.2	1	ENSMUSG00000106131	
Chgb	1	ENSMUSG00000027350	
Gm6760	1	ENSMUSG00000079579	
Cda	1	ENSMUSG00000028755	
Rpl35	1	ENSMUSG00000062997	
Gm6768	1	ENSMUSG00000021908	
Gm6767	1	ENSMUSG00000081453	
Rpl36	1	ENSMUSG00000057863	
Eno1	1	ENSMUSG00000063524	
Rpl37	1	ENSMUSG00000041841	
Rpl38	1	ENSMUSG00000057322	
Rpl39	1	ENSMUSG00000079641	
Eno3	1	ENSMUSG00000060600	
Eno2	1	ENSMUSG00000004267	
2310045N01Rik	1	ENSMUSG00000002345	
Eno4	1	ENSMUSG00000048029	
Lmbr1l	1	ENSMUSG00000022999	
Rpl30	1	ENSMUSG00000058600	
Rpl31	1	ENSMUSG00000073702	
Suclg1	1	ENSMUSG00000052738	
Rpl32	1	ENSMUSG00000057841	
Rpl34	1	ENSMUSG00000062006	
Suclg2	1	ENSMUSG00000061838	
Nkain4	1	ENSMUSG00000027574	
Gm6771	1	ENSMUSG00000098030	
Nkain3	1	ENSMUSG00000055761	
Nkain2	1	ENSMUSG00000069670	
Gm6773	1	ENSMUSG00000098079	
Nkain1	1	ENSMUSG00000078532	
Pnkp	1	ENSMUSG00000002963	
Gm6776	1	ENSMUSG00000047509	
Rpl24	1	ENSMUSG00000098274	
Gm4117	1	ENSMUSG00000089940	
Gm21827	1	ENSMUSG00000096158	
Rpl26	1	ENSMUSG00000060938	
Cel	1	ENSMUSG00000026818	
Rpl27	1	ENSMUSG00000063316	
Abat	1	ENSMUSG00000057880	
Rpl28	1	ENSMUSG00000030432	
Rpl29	1	ENSMUSG00000048758	
Chfr	1	ENSMUSG00000014668	
Zfp780b	1	ENSMUSG00000063047	
Rpl21	1	ENSMUSG00000041453	
Rpl22	1	ENSMUSG00000028936	
Rpl23	1	ENSMUSG00000071415	
Ube2l6	1	ENSMUSG00000027078	
Ube2l3	1	ENSMUSG00000038965	
Cfb	1	ENSMUSG00000090231	
Rab22a	1	ENSMUSG00000027519	
Chga	1	ENSMUSG00000021194	
Cfd	1	ENSMUSG00000061780	
As3mt	1	ENSMUSG00000003559	
Cfh	1	ENSMUSG00000026365	
Gm21859	1	ENSMUSG00000095369	
Gm6741	1	ENSMUSG00000043346	
Pnp2	1	ENSMUSG00000068417	
Gm6743	1	ENSMUSG00000082467	
Cfi	1	ENSMUSG00000058952	
Gm21857	1	ENSMUSG00000095134	
Vopp1	1	ENSMUSG00000037788	
Gm6746	1	ENSMUSG00000078847	
RP24-285A14.1	1	ENSMUSG00000104763	
Slco2a1	1	ENSMUSG00000032548	
Cfp	1	ENSMUSG00000001128	
2700069I18Rik	1	ENSMUSG00000086224	
C2	1	ENSMUSG00000024371	
C3	1	ENSMUSG00000024164	
Ar	1	ENSMUSG00000046532	
C6	1	ENSMUSG00000022181	
C9	1	ENSMUSG00000022149	
Rpl3l	1	ENSMUSG00000002500	
Gm21844	1	ENSMUSG00000095913	
Gm6750	1	ENSMUSG00000101236	
Olfr1532-ps1	1	ENSMUSG00000073899	
Pno1	1	ENSMUSG00000020116	
C79798	1	ENSMUSG00000084908	
Gm6757	1	ENSMUSG00000099627	
Gm6756	1	ENSMUSG00000063514	
Slco2b1	1	ENSMUSG00000030737	
Gm6758	1	ENSMUSG00000081118	
Cgn	1	ENSMUSG00000068876	
Hmgn2-ps1	1	ENSMUSG00000079067	
Rpl41	1	ENSMUSG00000093674	
Ppwd1	1	ENSMUSG00000021713	
RP24-72E12.4	1	ENSMUSG00000105832	
Gm33819	1	ENSMUSG00000103912	
Rttn	1	ENSMUSG00000023066	
4930547E08Rik	1	ENSMUSG00000086687	
Trdd2	1	ENSMUSG00000096176	
1700111N16Rik	1	ENSMUSG00000100511	
Supt20	1	ENSMUSG00000027751	
Gm4149	1	ENSMUSG00000074800	
G0s2	1	ENSMUSG00000009633	
Chm	1	ENSMUSG00000025531	
Cp	1	ENSMUSG00000003617	
Cs	1	ENSMUSG00000005683	
Rab27a	1	ENSMUSG00000032202	
Ube2g2	1	ENSMUSG00000009293	
Ube2g1	1	ENSMUSG00000020794	
Rab27b	1	ENSMUSG00000024511	
Cic	1	ENSMUSG00000005442	
Mtnr1a	1	ENSMUSG00000054764	
Gm4152	1	ENSMUSG00000092512	
Ccdc34os	1	ENSMUSG00000086186	
RP24-370B22.3	1	ENSMUSG00000106073	
Rps12-ps1	1	ENSMUSG00000082746	
RP24-374B14.4	1	ENSMUSG00000105541	
Rps12-ps3	1	ENSMUSG00000067038	
RP24-374B14.6	1	ENSMUSG00000104720	
Rps12-ps5	1	ENSMUSG00000081565	
F2	1	ENSMUSG00000027249	
RP24-374B14.8	1	ENSMUSG00000104970	
Rps12-ps7	1	ENSMUSG00000081625	
F3	1	ENSMUSG00000028128	
Spdef	1	ENSMUSG00000024215	
F5	1	ENSMUSG00000026579	
Cit	1	ENSMUSG00000029516	
1700008O03Rik	1	ENSMUSG00000008028	
Rps12-ps9	1	ENSMUSG00000069862	
F8	1	ENSMUSG00000031196	
Ly6g6c	1	ENSMUSG00000092586	
Pnpo	1	ENSMUSG00000018659	
Chka	1	ENSMUSG00000024843	
Chkb	1	ENSMUSG00000022617	
Ly6g6e	1	ENSMUSG00000013766	
Ly6g6d	1	ENSMUSG00000073413	
Gm21811	1	ENSMUSG00000096401	
Gm6781	1	ENSMUSG00000035129	
Gm6783	1	ENSMUSG00000080795	
Chml	1	ENSMUSG00000078185	
Gm21814	1	ENSMUSG00000096299	
Gm6788	1	ENSMUSG00000090737	
Gm6787	1	ENSMUSG00000086404	
Rpl13	1	ENSMUSG00000000740	
Gm21818	1	ENSMUSG00000095653	
Gm4128	1	ENSMUSG00000085352	
Rpl14	1	ENSMUSG00000025794	
Rpl15	1	ENSMUSG00000012405	
Gm21816	1	ENSMUSG00000096870	
Gm21817	1	ENSMUSG00000095651	
Rpl17	1	ENSMUSG00000062328	
Rpl18	1	ENSMUSG00000059070	
Rpl19	1	ENSMUSG00000017404	
Rpl10	1	ENSMUSG00000008682	
4930480K23Rik	1	ENSMUSG00000097284	
Rpl11	1	ENSMUSG00000059291	
Rpl12	1	ENSMUSG00000038900	
Ly6g5b	1	ENSMUSG00000043807	
Ckb	1	ENSMUSG00000001270	
Gm6793	1	ENSMUSG00000092086	
Gm4131	1	ENSMUSG00000100486	
Ckm	1	ENSMUSG00000030399	
Gm4134	1	ENSMUSG00000092571	
Chn1	1	ENSMUSG00000056486	
Chn2	1	ENSMUSG00000004633	
Supt16	1	ENSMUSG00000035726	
RP24-299A7.2	1	ENSMUSG00000105954	
Abi3	1	ENSMUSG00000018381	
Abi2	1	ENSMUSG00000026782	
Abi1	1	ENSMUSG00000058835	
Ensa	1	ENSMUSG00000038619	
RP23-4H14.1	1	ENSMUSG00000107358	
Gc	1	ENSMUSG00000035540	
E230013L22Rik	1	ENSMUSG00000096957	
Ube2j2	1	ENSMUSG00000023286	
Ube2j1	1	ENSMUSG00000028277	
Clasp1	1	ENSMUSG00000064302	
Clasp2	1	ENSMUSG00000033392	
Clu	1	ENSMUSG00000022037	
3110057O12Rik	1	ENSMUSG00000037818	
Chpf	1	ENSMUSG00000032997	
Hc	1	ENSMUSG00000026874	
RP24-428N8.5	1	ENSMUSG00000104724	
Ldlrap1	1	ENSMUSG00000037295	
Gm18254	1	ENSMUSG00000100776	
Chp1	1	ENSMUSG00000014077	
Nsmce4a	1	ENSMUSG00000040331	
Chp2	1	ENSMUSG00000030865	
Hp	1	ENSMUSG00000031722	
Vmn2r1	1	ENSMUSG00000027824	
Hr	1	ENSMUSG00000022096	
Vmn2r4	1	ENSMUSG00000092049	
Vmn2r3	1	ENSMUSG00000091572	
Rnf41	1	ENSMUSG00000025373	
Rnf40	1	ENSMUSG00000030816	
Gm31258	1	ENSMUSG00000102289	
BC030499	1	ENSMUSG00000037593	
RP23-7M16.2	1	ENSMUSG00000105607	
RP23-7M16.1	1	ENSMUSG00000104761	
Nhp2	1	ENSMUSG00000001056	
0610031O16Rik	1	ENSMUSG00000099146	
RP23-7M16.3	1	ENSMUSG00000105755	
Zc3h11a	1	ENSMUSG00000102976	
Rnf44	1	ENSMUSG00000034928	
Rnf43	1	ENSMUSG00000034177	
Ik	1	ENSMUSG00000024474	
Eny2	1	ENSMUSG00000022338	
Cnp	1	ENSMUSG00000006782	
Gm18284	1	ENSMUSG00000092325	
Ube2v2	1	ENSMUSG00000022674	
Ube2v1	1	ENSMUSG00000078923	
Fam32a	1	ENSMUSG00000003039	
Hnf1aos1	1	ENSMUSG00000086054	
Hnf1aos2	1	ENSMUSG00000086140	
RP23-76J15.3	1	ENSMUSG00000106829	
Chrd	1	ENSMUSG00000006958	
Abl2	1	ENSMUSG00000026596	
Abl1	1	ENSMUSG00000026842	
4632404H12Rik	1	ENSMUSG00000042579	
Supt4a	1	ENSMUSG00000020485	
Ireb2	1	ENSMUSG00000032293	
Cpd	1	ENSMUSG00000020841	
Cpe	1	ENSMUSG00000037852	
Kl	1	ENSMUSG00000058488	
Cpm	1	ENSMUSG00000020183	
4930579K19Rik	1	ENSMUSG00000051074	
Cr2	1	ENSMUSG00000026616	
Pde10a	1	ENSMUSG00000023868	
Cpq	1	ENSMUSG00000039007	
Ube2nl	1	ENSMUSG00000059585	
2900097C17Rik	1	ENSMUSG00000102869	
Gm6723	1	ENSMUSG00000068226	
Cpz	1	ENSMUSG00000036596	
Gm6728	1	ENSMUSG00000091408	
Clasrp	1	ENSMUSG00000061028	
Ky	1	ENSMUSG00000035606	
Gm6729	1	ENSMUSG00000090816	
Cep83os	1	ENSMUSG00000097164	
Rnf14	1	ENSMUSG00000060450	
Rnf13	1	ENSMUSG00000036503	
Rnf11	1	ENSMUSG00000028557	
Rnf10	1	ENSMUSG00000041740	
Ube2q2	1	ENSMUSG00000032307	
Ube2q1	1	ENSMUSG00000042572	
Gm6733	1	ENSMUSG00000084329	
Gm6736	1	ENSMUSG00000071414	
Bloc1s6os	1	ENSMUSG00000085633	
Mb	1	ENSMUSG00000018893	
Crk	1	ENSMUSG00000017776	
Crp	1	ENSMUSG00000037942	
Wbp2	1	ENSMUSG00000034341	
Ube2r2	1	ENSMUSG00000036241	
Rnf207	1	ENSMUSG00000058498	
Wbp1	1	ENSMUSG00000030035	
Puf60	1	ENSMUSG00000002524	
Wbp4	1	ENSMUSG00000022023	
Rnf39	1	ENSMUSG00000036492	
Spdl1	1	ENSMUSG00000069910	
Gm6706	1	ENSMUSG00000087123	
RP24-405O23.8	1	ENSMUSG00000106309	
Rnf38	1	ENSMUSG00000035696	
Trdj1	1	ENSMUSG00000076870	
Wbp5	1	ENSMUSG00000042712	
Rnf208	1	ENSMUSG00000044628	
Csk	1	ENSMUSG00000032312	
Trdj2	1	ENSMUSG00000076871	
Supt7l	1	ENSMUSG00000053134	
Rnf34	1	ENSMUSG00000029474	
Csl	1	ENSMUSG00000046934	
Rnf32	1	ENSMUSG00000029130	
Gm21893	1	ENSMUSG00000095262	
Rnf31	1	ENSMUSG00000047098	
Rpl7a	1	ENSMUSG00000062647	
Gm21885	1	ENSMUSG00000094091	
Pde11a	1	ENSMUSG00000075270	
Gm21886	1	ENSMUSG00000096597	
Gm6712	1	ENSMUSG00000072761	
Gm6717	1	ENSMUSG00000101220	
Rabgap1l	1	ENSMUSG00000026721	
H2-DMb2	1	ENSMUSG00000037548	
Cth	1	ENSMUSG00000028179	
H2-DMb1	1	ENSMUSG00000079547	
Gpkow	1	ENSMUSG00000031148	
1010001N08Rik	1	ENSMUSG00000097222	
Rnf26	1	ENSMUSG00000053128	
Rnf25	1	ENSMUSG00000026171	
Rnf24	1	ENSMUSG00000048911	
Chuk	1	ENSMUSG00000025199	
Rnf20	1	ENSMUSG00000028309	
Rnf103	1	ENSMUSG00000052656	
A130051J06Rik	1	ENSMUSG00000097643	
Ccdc109b	1	ENSMUSG00000027994	
Tmem69	1	ENSMUSG00000055900	
Tmem67	1	ENSMUSG00000049488	
Tmem68	1	ENSMUSG00000028232	
Tmem65	1	ENSMUSG00000062373	
Spdya	1	ENSMUSG00000052525	
Tmem74	1	ENSMUSG00000054409	
Tmem72	1	ENSMUSG00000048108	
Tmem70	1	ENSMUSG00000025940	
Ndufa4l2	1	ENSMUSG00000040280	
AW554918	1	ENSMUSG00000033632	
Tmem71	1	ENSMUSG00000036944	
Abt1	1	ENSMUSG00000036376	
Cfdp1	1	ENSMUSG00000031954	
Tmem79	1	ENSMUSG00000001420	
BC005561	1	ENSMUSG00000079065	
Abra	1	ENSMUSG00000042895	
Qk	1	ENSMUSG00000062078	
Guf1	1	ENSMUSG00000029208	
Tmem81	1	ENSMUSG00000048174	
Tmem82	1	ENSMUSG00000043085	
A430018G15Rik	1	ENSMUSG00000085315	
Tmem80	1	ENSMUSG00000025505	
Rnf125	1	ENSMUSG00000033107	
Rnf126	1	ENSMUSG00000035890	
Rnf123	1	ENSMUSG00000041528	
Gng10	1	ENSMUSG00000038607	
Rnf128	1	ENSMUSG00000031438	
Tmem88	1	ENSMUSG00000045377	
Itm2c	1	ENSMUSG00000026223	
Itm2b	1	ENSMUSG00000022108	
Itm2a	1	ENSMUSG00000031239	
Rnf121	1	ENSMUSG00000070426	
Rnf122	1	ENSMUSG00000039328	
Oas1g	1	ENSMUSG00000066861	
Trdv5	1	ENSMUSG00000076873	
Oas1f	1	ENSMUSG00000053765	
Trdv4	1	ENSMUSG00000076867	
Oas1e	1	ENSMUSG00000066867	
Oas1d	1	ENSMUSG00000032623	
Oas1c	1	ENSMUSG00000001166	
Oas1b	1	ENSMUSG00000029605	
Oas1a	1	ENSMUSG00000052776	
Tmem97	1	ENSMUSG00000037278	
Tcirg1	1	ENSMUSG00000001750	
Tmem95	1	ENSMUSG00000094845	
9130409I23Rik	1	ENSMUSG00000038768	
Tmem92	1	ENSMUSG00000075610	
T2	1	ENSMUSG00000058159	
Tmem91	1	ENSMUSG00000061702	
Rnf114	1	ENSMUSG00000006418	
Rnf115	1	ENSMUSG00000028098	
3110082J24Rik	1	ENSMUSG00000086815	
Rnf112	1	ENSMUSG00000010086	
Tmem98	1	ENSMUSG00000035413	
Gpm6b	1	ENSMUSG00000031342	
Tmem8b	1	ENSMUSG00000078716	
Rnf111	1	ENSMUSG00000032217	
BC005537	1	ENSMUSG00000019132	
4933417D19Rik	1	ENSMUSG00000097637	
Gng11	1	ENSMUSG00000032766	
Gng12	1	ENSMUSG00000036402	
Gng13	1	ENSMUSG00000025739	
Tmem27	1	ENSMUSG00000015401	
Tmem28	1	ENSMUSG00000071719	
Tmem25	1	ENSMUSG00000002032	
Rnf145	1	ENSMUSG00000019189	
Rnf146	1	ENSMUSG00000038876	
Tmem26	1	ENSMUSG00000060044	
Rnf149	1	ENSMUSG00000048234	
Tmem29	1	ENSMUSG00000041353	
Rnf141	1	ENSMUSG00000030788	
Hbb-bh1	1	ENSMUSG00000052217	
Tg	1	ENSMUSG00000053469	
Cym	1	ENSMUSG00000046213	
Guk1	1	ENSMUSG00000020444	
Gm18299	1	ENSMUSG00000104428	
Tmem37	1	ENSMUSG00000050777	
Rnf135	1	ENSMUSG00000020707	
Tmem35	1	ENSMUSG00000033578	
Rnf138	1	ENSMUSG00000024317	
Tmem33	1	ENSMUSG00000037720	
Rnf139	1	ENSMUSG00000037075	
Rnf130	1	ENSMUSG00000020376	
Gatsl3	1	ENSMUSG00000020424	
Poc5	1	ENSMUSG00000021671	
Adrbk1	1	ENSMUSG00000024858	
Tmem42	1	ENSMUSG00000066233	
Mss51	1	ENSMUSG00000021815	
Tmem40	1	ENSMUSG00000059900	
Rnf169	1	ENSMUSG00000058761	
Tmem47	1	ENSMUSG00000025666	
Rnf167	1	ENSMUSG00000040746	
Rnf168	1	ENSMUSG00000014074	
Gsdmcl-ps	1	ENSMUSG00000100127	
Tmem43	1	ENSMUSG00000030095	
Tmem44	1	ENSMUSG00000022537	
Pisd-ps1	1	ENSMUSG00000082286	
RP23-356K2.5	1	ENSMUSG00000104943	
Pisd-ps2	1	ENSMUSG00000023795	
Rnf165	1	ENSMUSG00000025427	
RP23-356K2.6	1	ENSMUSG00000105824	
Rnf166	1	ENSMUSG00000014470	
Gm31266	1	ENSMUSG00000103843	
Podn	1	ENSMUSG00000028600	
Tmem53	1	ENSMUSG00000048772	
Zc3h12d	1	ENSMUSG00000039981	
Tmem51	1	ENSMUSG00000040616	
Zc3h12c	1	ENSMUSG00000035164	
Zc3h12b	1	ENSMUSG00000035045	
Zc3h12a	1	ENSMUSG00000042677	
Tmem59	1	ENSMUSG00000028618	
Rnf157	1	ENSMUSG00000052949	
Tmem56	1	ENSMUSG00000028132	
Tmem57	1	ENSMUSG00000028826	
Tmem54	1	ENSMUSG00000028786	
Rnf150	1	ENSMUSG00000047747	
Rnf151	1	ENSMUSG00000008482	
Lbx1	1	ENSMUSG00000025216	
Rnf152	1	ENSMUSG00000047496	
Fam35a	1	ENSMUSG00000041471	
Lbx2	1	ENSMUSG00000034968	
Mybpc2	1	ENSMUSG00000038670	
Mybpc3	1	ENSMUSG00000002100	
Tmem64	1	ENSMUSG00000043252	
Tmem61	1	ENSMUSG00000085933	
Tmem62	1	ENSMUSG00000054484	
Tmem60	1	ENSMUSG00000045435	
Rnf183	1	ENSMUSG00000063851	
Rnf181	1	ENSMUSG00000055850	
Rnf182	1	ENSMUSG00000044164	
Rnf187	1	ENSMUSG00000020496	
Prkrir	1	ENSMUSG00000030753	
Rnf185	1	ENSMUSG00000020448	
Rnf186	1	ENSMUSG00000070661	
Rpl14-ps1	1	ENSMUSG00000046721	
Xk	1	ENSMUSG00000015342	
Htra4	1	ENSMUSG00000037406	
Htra3	1	ENSMUSG00000029096	
Eogt	1	ENSMUSG00000035245	
Htra2	1	ENSMUSG00000068329	
Gm4070	1	ENSMUSG00000078606	
Htra1	1	ENSMUSG00000006205	
Dhdds	1	ENSMUSG00000012117	
Gm4076	1	ENSMUSG00000096449	
Txndc5	1	ENSMUSG00000038991	
Rnf170	1	ENSMUSG00000013878	
RP23-403P24.6	1	ENSMUSG00000106696	
Txndc2	1	ENSMUSG00000050612	
RP23-403P24.5	1	ENSMUSG00000106767	
RP23-403P24.8	1	ENSMUSG00000107050	
RP23-403P24.7	1	ENSMUSG00000107158	
RP23-403P24.1	1	ENSMUSG00000107362	
F830016B08Rik	1	ENSMUSG00000090942	
RP23-403P24.3	1	ENSMUSG00000107102	
Gulo	1	ENSMUSG00000034450	
Pam16	1	ENSMUSG00000014301	
Txndc9	1	ENSMUSG00000058407	
Cib1	1	ENSMUSG00000030538	
Rnf180	1	ENSMUSG00000021720	
Ube2d4	1	ENSMUSG00000061490	
Ube2d3	1	ENSMUSG00000078578	
Cib2	1	ENSMUSG00000037493	
Cib3	1	ENSMUSG00000074240	
5730405O15Rik	1	ENSMUSG00000087424	
Cib4	1	ENSMUSG00000053194	
Ube2d1	1	ENSMUSG00000019927	
RP23-368D12.3	1	ENSMUSG00000106945	
Rnf19a	1	ENSMUSG00000022280	
Stambp	1	ENSMUSG00000006906	
Nid2	1	ENSMUSG00000021806	
Nid1	1	ENSMUSG00000005397	
Ube2e3	1	ENSMUSG00000027011	
Ube2e2	1	ENSMUSG00000058317	
Ube2e1	1	ENSMUSG00000021774	
Rnf19b	1	ENSMUSG00000028793	
Tmem17	1	ENSMUSG00000049904	
Armc10	1	ENSMUSG00000038525	
Pogk	1	ENSMUSG00000040596	
Tmem11	1	ENSMUSG00000043284	
Ccdc102a	1	ENSMUSG00000063605	
Armc12	1	ENSMUSG00000024223	
Tmem18	1	ENSMUSG00000043061	
Tmem19	1	ENSMUSG00000069520	
Cyp46a1	1	ENSMUSG00000021259	
Dap	1	ENSMUSG00000039168	
Dao	1	ENSMUSG00000042096	
Pogz	1	ENSMUSG00000038902	
1700071M16Rik	1	ENSMUSG00000090307	
Bspry	1	ENSMUSG00000028392	
C230066G23Rik	1	ENSMUSG00000085771	
Cdk5rap2	1	ENSMUSG00000039298	
Cdk5rap3	1	ENSMUSG00000018669	
Dbi	1	ENSMUSG00000026385	
Dbh	1	ENSMUSG00000000889	
Cdk5rap1	1	ENSMUSG00000027487	
Dbp	1	ENSMUSG00000059824	
Dbt	1	ENSMUSG00000000340	
Dapp1	1	ENSMUSG00000028159	
9430002A10Rik	1	ENSMUSG00000062704	
Mybphl	1	ENSMUSG00000068745	
Resp18	1	ENSMUSG00000033061	
Dcc	1	ENSMUSG00000060534	
Dck	1	ENSMUSG00000029366	
Dcn	1	ENSMUSG00000019929	
Dct	1	ENSMUSG00000022129	
Dcx	1	ENSMUSG00000031285	
Pon3	1	ENSMUSG00000029759	
Ddc	1	ENSMUSG00000020182	
Polq	1	ENSMUSG00000034206	
Pon1	1	ENSMUSG00000002588	
